name,institution,course_url,course_id,reviews,reviewers,date_reviews,rating,count of words,University,month,year,mth-year,year-month,language
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"Excellent course, I like how the level of difficulty is increasing little by little ",By José d J V M ,2019-07-18,5.0,15,University,7,2019,Jul-2019,2019-07,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,Good course to start programming in general and in particular python. ,By Pedro A C C,2018-09-04,5.0,14,University,9,2018,Sep-2018,2018-09,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,The course is quite easy to understand and the learning material is excellent. ,By Javier A C C,2020-09-24,5.0,15,University,9,2020,Sep-2020,2020-09,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,The course is truly good and very useful for future programming courses. ,By Cristian P,2020-09-21,5.0,13,University,9,2020,Sep-2020,2020-09,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"Excellent course, very detailed explanation of data structures in Python. ",By Diego F L C,2020-08-08,5.0,12,University,8,2020,Aug-2020,2020-08,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,A very didact course that clearly explains how to use and schedule in Phyton ,By Maria A B F,2020-03-06,5.0,13,University,3,2020,Mar-2020,2020-03,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"An excellent course, very good material and a great instructor.-Paula 17 years ",By Paula D R Á,2020-06-17,5.0,13,University,6,2020,Jun-2020,2020-06,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"I learned a lot with this course, Python is now of my favorite languages ",By Edwin V,2019-11-14,5.0,12,University,11,2019,Nov-2019,2019-11,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,Very good course with a teacher who handles very good dynamics of teachings ,By Alfredo C,2015-11-19,5.0,13,University,11,2015,Nov-2015,2015-11,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,Excellent course ... Thank you very much to Chuk Excellent teacher and very funny ,By Raul G,2016-01-04,5.0,11,University,1,2016,Jan-2016,2016-01,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,I think it's a good course but I would like it to have subtitles in Spanish ,By hiromy a k c,2016-12-18,5.0,13,University,12,2016,Dec-2016,2016-12,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,It is an excellent introductory course to data structures in Python ,By Marco A R,2018-10-19,5.0,12,University,10,2018,Oct-2018,2018-10,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"Wonderful course, the graduation ceremony was inspiring, thank you. ",By Gamaliel N P,2015-11-14,5.0,9,University,11,2015,Nov-2015,2015-11,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"Great course and easy to follow, the complementary material is excellent. ",By Jesús A G P,2016-01-07,5.0,11,University,1,2016,Jan-2016,2016-01,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,The best course I could find to learn how to program in Python ,By CESAR A L C,2020-08-17,5.0,12,University,8,2020,Aug-2020,2020-08,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"Excellent course Conceptual clarity is great, I learned a lot ",By Julián D G G,2020-06-02,5.0,9,University,6,2020,Jun-2020,2020-06,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,I am so inspired that I will finish all the courses. Excellent! ,By Elvis S Z G,2016-06-18,5.0,9,University,6,2016,Jun-2016,2016-06,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"The course is excellent, the teacher makes the class very funny ",By Marco A S P,2015-10-30,5.0,11,University,10,2015,Oct-2015,2015-10,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,Excellent course that helps understand how to program. ,By Ignacio M R,2020-05-24,5.0,10,University,5,2020,May-2020,2020-05,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"I have seemed an excellent course and also very entertaining, ",By jose m p n,2020-04-10,5.0,11,University,4,2020,Apr-2020,2020-04,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,Very good course! But I would like to see more examples :) ,By Luiz G R,2020-09-27,5.0,11,University,9,2020,Sep-2020,2020-09,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"Excellent course, very good continuation of what was learned. ",By Yasser R,2020-08-01,5.0,8,University,8,2020,Aug-2020,2020-08,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"Excellent course, like the past. I already want to start the 3! ",By Juan J P S,2020-05-14,5.0,10,University,5,2020,May-2020,2020-05,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"Like the first course, I loved it! 100% recommended ",By KAREN S G Z,2020-07-19,5.0,8,University,7,2020,Jul-2020,2020-07,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"An excellent course, I can not wait for the other 3 ",By Luis D D C,2020-07-24,5.0,10,University,7,2020,Jul-2020,2020-07,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,A very good course to continue learning Python ,By Jorge P ,2020-07-21,5.0,9,University,7,2020,Jul-2020,2020-07,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"Challenging and useful exercises, very good course ",By Raul R,2016-07-20,5.0,7,University,7,2016,Jul-2016,2016-07,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,It is an excellent course to start in Python. ,By Emanuel O O,2017-04-16,5.0,8,University,4,2017,Apr-2017,2017-04,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,Very good course. I highly recommend it! ,By José L C A,2020-04-09,5.0,6,University,4,2020,Apr-2020,2020-04,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"All very well explained, excellent course ",By Elisa A R,2018-12-07,5.0,6,University,12,2018,Dec-2018,2018-12,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,Second part of an excellent course ,By Felipe D F,2020-08-06,5.0,6,University,8,2020,Aug-2020,2020-08,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,Great course! I recommend it to everyone! ,By Marina F U,2016-04-01,5.0,5,University,4,2016,Apr-2016,2016-04,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"Very good course, very complete. ",By Adrián A C,2019-11-02,5.0,5,University,11,2019,Nov-2019,2019-11,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,"Great course, like everyone. ",By Victor M T S,2020-06-04,5.0,4,University,6,2020,Jun-2020,2020-06,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,Excellent teaching course ,By Miguel C,2020-05-29,5.0,4,University,5,2020,May-2020,2020-05,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,Is an excellent course ,By Aarón R,2020-07-14,5.0,4,University,7,2020,Jul-2020,2020-07,en
Python Data Structures,University of Michigan,https://www.coursera.org/learn/python-data,python-data,Very good course :) ,By MARCO A R S,2020-06-06,5.0,4,University,6,2020,Jun-2020,2020-06,en
Private Equity and Venture Capital,Università Bocconi,https://www.coursera.org/learn/private-equity,private-equity,"Although it seems that the course was launched in 2015-2016, it does not stop being good and relevant to people we are in the ecosystems of technological entrepreneurship. I work close to the Venture Capital Ecosystem in Mexico and for that reason I have taken several training related to these issues, unfortunately none has been as good as this. Should Amexcap generate a content of this quality. ",By Gonzalo D S G,2020-07-24,5.0,66,Business est,7,2020,Jul-2020,2020-07,en
Private Equity and Venture Capital,Università Bocconi,https://www.coursera.org/learn/private-equity,private-equity,"I liked the way in which the course is issued. On the one hand, the teacher gave clear ideas. On the other hand, the main ideas he mentioned were appearing on the screen, which made it easier to write down the main ideas. Also, I thought it was incredible that the possibility of downloading the PPTs of the class. Undoubtedly, this last point was, in my opinion, the most positive of all. ",By Martín A S O,2019-08-17,5.0,72,Business est,8,2019,Aug-2019,2019-08,en
Private Equity and Venture Capital,Università Bocconi,https://www.coursera.org/learn/private-equity,private-equity,During the different modules I have learned very easily and thickens everything that needs to be known about the world of Private Equity and specifically Venture Capital. I recommend this course to all those interested in the area. Thanks ,By Blanca J,2020-06-01,5.0,40,Business est,6,2020,Jun-2020,2020-06,en
Private Equity and Venture Capital,Università Bocconi,https://www.coursera.org/learn/private-equity,private-equity,Excellent course He explains in a very simple way as private funds operate and how the financing of these works to companies. ,By Ana C P P,2016-03-14,5.0,23,Business est,3,2016,Mar-2016,2016-03,en
Private Equity and Venture Capital,Università Bocconi,https://www.coursera.org/learn/private-equity,private-equity,Excellent course to have an intermediate approach to the EP world ,By Juan C B,2020-07-05,5.0,11,Business est,7,2020,Jul-2020,2020-07,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,The truth to date The program has not allowed me to see the Korean course material I do not think it's just that you say the course is free but not let the study material see ,By Ruth p,2017-07-29,1.0,38,University,7,2017,Jul-2017,2017-07,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"I do not understand, because the video is in English and I only speak Spanish. Therefore I do not understand and desist this course. Thank you ",By KATHERIN R M,2020-08-16,1.0,23,University,8,2020,Aug-2020,2020-08,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,Subtitles in Spanish in the last modules of the course were not working. ,By Elena H,2017-03-14,2.0,13,University,3,2017,Mar-2017,2017-03,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,Very accelerated. I'll have to review the course to learn something. ,By Ana L G O,2020-02-25,2.0,11,University,2,2020,Feb-2020,2020-02,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"To approach the language it is very good. Learning depends on the time and enthusiasm that each one puts on. You will not leave talking but you can learn some basic words and read, but communicate, combine it with another course because if you read and you do not know what you mean where itself. ",By Paula A F O,2020-06-16,3.0,51,University,6,2020,Jun-2020,2020-06,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,The course is very useful however it would be good to consider teaching grammatical people and basic verbal times ,By Nani M,2019-10-21,3.0,19,University,10,2019,Oct-2019,2019-10,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"I really liked the course! However, for people who do not understand English will be a little more ""difficult"" to understand because language comparisons are made with English, as well as the references of Hangul pronunciation sounds. If you understand English, it is quite easy to learn (if you spend time). They deliver fed up vocabulary, and practice exercises are done (I recommend doing several times a week autonomously so as not to forget). Muy good course, congratulations. ",By Catalina M ,2020-09-19,4.0,80,University,9,2020,Sep-2020,2020-09,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"The course was great to help me focus on periodic studies, improved my vocabulary and took doubts that I did not even know that I had about the grammar I had already studied before, however I observed that it has classes that are not used in the conversations of Daily life between Koreans, being only a trip in time, served only for curiosity, as it should be unknown information even for the natives. Finally I really enjoyed the course and recommend it! ",By Ana L C d O,2020-06-22,4.0,80,University,6,2020,Jun-2020,2020-06,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"He understands a little English, I help to understand the classes, because in the latter, the subtitles in Spanish were not available in several classes, for which it makes it difficult for the clear learning of the class. Therefore, there have been a few things not very clear to understand, that I hope I can solve. But very grateful to be able to participate in a course of this level and tools. In addition to being part of a university. ",By Bárbara R G,2020-05-11,4.0,79,University,5,2020,May-2020,2020-05,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"In general, the course was very complete since it facilitates us the tools we need in a first contact. However, in the latest videos I had the incomplete Spanish translation and a little learning has been difficult. But, in general lines I am satisfied and I appreciate for the effort and time they have invested in the realization of this material, so that the language and culture reach more people of the mute. Thanks! ",By Kelly M,2017-08-07,4.0,75,University,8,2017,Aug-2017,2017-08,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"I learned a lot with this free virtual course, because it could be adjusted to my schedules as I study at the university. I give it four stars because in some videos I was not subtitled to my language so it was somewhat difficult for me and I had to look in an English dictionary to know what it said. Even so I appreciate the teacher and the course staff; And I hope that in the future she can enroll in other courses. ",By Estefany N,2018-02-01,4.0,79,University,2,2018,Feb-2018,2018-02,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"A very good course to learn the basics in Hangul ... Despite not understanding English, I have been able to understand although with difficulty the latest themes. The videos could be subtitled with a better translation of the Spanish language for an easy compression for the Hispanic Speakers, since there are many interested parties in the Corean culture.Thanks Yonsei University For The Great Course !! 연세 대 학교 감사 합니다 !! ^ o ^ ",By Deyna A A A,2017-05-15,4.0,67,University,5,2017,May-2017,2017-05,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"I liked the course, I learned a lot, several years ago I had tried to introduce myself in this language but it cost me, and the course was a great help to start, enjoy it, the last unit was difficult since there was no translation into Spanish like that That cost me more, since I am a Spanish-speaking but it was still not impossible to understand or super complicated despite the idiomatic barriers. ",By Katy J,2020-06-05,4.0,73,University,6,2020,Jun-2020,2020-06,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"The course has seemed very illustrative and I have learned a lot with him. It is the first time I study this language and it has been quite easy to follow the classes, that is because the explanations are very clear. For the only reason I do not give him the five stars it is because as of week 4 the subtitles began to be in English instead of Spanish. Otherwise an excellent course. ",By Yanela G P,2017-05-07,4.0,76,University,5,2017,May-2017,2017-05,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"There were doubts about the vocabulary that were not explained. There were concepts that were included in the conversations of the classes and the questionnaires that they did not have an explanation either. Likewise, it would be beneficial to receive some feedback regarding the wrong questions on the questionnaires. However, it is a very good course to enter the language. ",By antonia g,2019-09-01,4.0,56,University,9,2019,Sep-2019,2019-09,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"It is the first time that Korean study and I liked it a lot, the way of explaining the teacher is excellent, the only thing I would like to be solved is that the course is 100% subtitled to Spanish since in the units of the last two weeks no There were subtitles in Spanish, which can be an inconvenient for those who do not know English. ",By Laura C,2020-07-17,4.0,65,University,7,2020,Jul-2020,2020-07,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"I put four stars because I am a Spanish-speaking person and the course is in English, of course there is the translation written in Spanish but not in all classes there is translation, but as it is fixing them to learn the language that was Studying, despite language constraints I can complete the course ..... I loved the truth. ",By Monica M F ,2020-07-26,4.0,62,University,7,2020,Jul-2020,2020-07,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,It seems to me a very complete course but in recent units the subtitles in Spanish were not available more than only in English. I also believe that an aspect to improve would be left more space so that from time to copy as they are online classes and we have to be stopping every 2/3 the video so that time to follow the lesson. ,By lucia v,2020-08-24,4.0,62,University,8,2020,Aug-2020,2020-08,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"Excellent teacher and this course gives us the tools to start learning Korean seriously, my observation is that you need to know English to be able to learn properly since subtitles in Spanish are inconsistent, another aspect is to improve is that the forum is not managed Organized ",By Victor A S C,2020-07-03,4.0,52,University,7,2020,Jul-2020,2020-07,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"I loved perfectly as the teacher explained, but, I do not give him 5 stars because there were videos that there were no subtitles in Spanish and that makes me a lot of good, since this is a very good page and that does not have subtitles in Spanish is very bad. Of the rest, I am very satisfied with the Korean course. ",By Lindsey M A H,2020-09-19,4.0,56,University,9,2020,Sep-2020,2020-09,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,Very good course. I recommend it for beginners definitely. The teacher has a very good diction for what she is understood excellent at the time of pronouncing and differentiating one word from another. I do not give it 5 stars since she would have liked to learn other things that seem more basic to me. ,By Alexandra P,2020-09-23,4.0,49,University,9,2020,Sep-2020,2020-09,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"I really liked this course, it explains very well the basic things you could use. The first lessons were very understandable and with this course I finish memorizing and learning all the Hangul. The last lessons are not translated, so I was a bit more difficult. ",By Ariadna B,2020-08-24,4.0,48,University,8,2020,Aug-2020,2020-08,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,I really liked this course! Each video taught me about everything the basics I need to know to start learning Korean. I recommend that the subtitles in Spanish are better translated; The subtitles of week 5 were in English even if it selected the Spanish language. ,By Jean D O O,2019-07-20,4.0,45,University,7,2019,Jul-2019,2019-07,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"The course was very understandable, and it is guiding you step by step, at the end of the Tines course the ability to formulate a conversation with themes of daily life, such as presenting you, give the time, ask about what the other person does, etcetera. For me it was an excellent course ",By Noemí R H,2020-10-05,4.0,48,University,10,2020,Oct-2020,2020-10,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"I really liked the course, pity that the latest videos are not in Spanish, but are the documents in the discussion room. The way in teach me I liked. It is not easy, but in very practical and very well structured. I hope you update the videos ",By Damarís R,2020-06-21,4.0,47,University,6,2020,Jun-2020,2020-06,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"Sometimes subtitles were in English even when I put them in Spanish, and that brought me many problems by understanding but the lady of the course summarized it and it was easier to learn it like this, I like the course but please correct the problem of the Subs ",By Juan R Z V ,2020-07-17,4.0,49,University,7,2020,Jul-2020,2020-07,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"Excellent course for the first approach to the Korean language, is interactive and dynamic. The first 2 modules are quite simple, from the third module requires a little more concentration and above all practice. Thanks a lot! ",By ALIX O Z,2020-06-22,4.0,38,University,6,2020,Jun-2020,2020-06,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"It is a good course, although there are things to improve since there are some words that do not explain them and in the last modules the subtitles in Spanish do not work, so for a person who does not speak fluent English is a bit difficult that part. ",By Roxana B C,2020-07-17,4.0,45,University,7,2020,Jul-2020,2020-07,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"I really liked the course, very complete and didactic, I think it's an excellent option if you have a little knowledge about the Korean language and you want to reinforce it, this course is an excellent alternative, I definitely recommend it. ",By Daniela A ,2020-08-22,4.0,39,University,8,2020,Aug-2020,2020-08,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"The course is excellent Everything is understood including the readings The only thing is that in week 5 is not subtitled in Spanish the explanation of the videos, I hope you can solve that, but everything is very complete. Thanks a lot!!! ",By guadalupe r e,2020-09-27,4.0,42,University,9,2020,Sep-2020,2020-09,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"I give him 4 stars because the course seemed very good, didactic. To improve subtitles in Spanish at the time of the pronunciation of Korean words, do not appear and it becomes difficult to learn how to pronounce correctly. ",By Andrea B,2020-09-19,4.0,39,University,9,2020,Sep-2020,2020-09,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"It is very good course, not knowing absolutely nothing of the language, I teach myself in a very fast and simple way to write and pronounce, how to present me, tell and talk about my life. Many thanks for this experience. ",By Ally L,2020-06-27,4.0,40,University,6,2020,Jun-2020,2020-06,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"Good course to begin to familiarize yourself with the Korean. (Alphabet, basic pronunciation, basic questions and vocabulary) However, continues to have subtitling problems in Spanish from session 4.1 to 4.4 ",By Carolina A,2018-06-23,4.0,33,University,6,2018,Jun-2018,2018-06,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"The course is very good but from week 4 more or less, the subtitles are no longer in Spanish ... but in English, it is a bit difficult for those who only speak Spanish ... hopefully can correct that detail. Thank you. ",By Paola C,2018-01-03,4.0,38,University,1,2018,Jan-2018,2018-01,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"I really liked this course, I have learned a lot from scratch. I would like to see a little more grammar in terms of phrases formation but the amount of vocabulary is very good. It is very visual. ",By María T R N,2020-07-19,4.0,37,University,7,2020,Jul-2020,2020-07,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"To be a beginner course, it is very complete and they are easy-to-understand classes. The only but that I put is that in some of the lessons, subtitles are not available in Spanish. ",By Carla C,2020-04-27,4.0,34,University,4,2020,Apr-2020,2020-04,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"It was an incredible course. To be only for beginners, it was very complete and the teacher explains very well. In my opinion, it only takes more practices for after each class. ",By Luis E B R,2019-06-17,4.0,32,University,6,2019,Jun-2019,2019-06,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"It should be more involved in the pronunciation of vocal and consonants at the beginning of the course. Explain in more detail the language location, palate, etc and that is with more strength. ",By Mario V,2020-05-31,4.0,32,University,5,2020,May-2020,2020-05,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"Very good course helped me a lot to know more about the Korean language, its culture and the only thing I recommend is that the translations improve for those of us of Spanish-speaking. ",By Tatiana E Q V,2019-09-02,4.0,31,University,9,2019,Sep-2019,2019-09,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"It is a good course, but sometimes it leaves you some doubts, and you have to look for some words on your own. But if you learn the basics. I recommend it :) ",By LIZBETH A G S,2020-09-25,4.0,31,University,9,2020,Sep-2020,2020-09,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,very good only that at the end of the last 2 modes it was very difficult to understand it in English since the subtitles did not come out in Spanish but the base of the course was very good ,By Yunneth R,2017-07-30,4.0,34,University,7,2017,Jul-2017,2017-07,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,I learned a lot with this course. I think the only negative thing is that it can be a bit difficult for people who do not have knowledge about the Korean language. ,By CARLA F M G,2020-09-06,4.0,29,University,9,2020,Sep-2020,2020-09,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"Excellent course ♡ But the last two weeks the subtitles in Spanish were not. I was able to complete it because I know English, I did not have been able to do so. ",By Luisa F P G,2017-07-02,4.0,26,University,7,2017,Jul-2017,2017-07,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,I liked it a lot even though I am difficult to learn from English and not from Spanish in occasions I did not understand the transcripts but I found the course very good ,By Mayra A M T,2020-07-20,4.0,29,University,7,2020,Jul-2020,2020-07,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"Good course. The only aspect to improve are subtitles in Spanish, since they do not work properly: no words in English and Chinese appear or show. ",By Ana M G,2020-06-07,4.0,27,University,6,2020,Jun-2020,2020-06,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"The course I liked a lot, the only thing that some classes did not have subtitles to Spanish and I had to see them in English, but usually I learned a lot ",By Lorena B B C,2017-03-20,4.0,28,University,3,2017,Mar-2017,2017-03,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"Very good course, it helped me a lot, only the last two weeks made me difficult, because I had nothing basic knowledge. Thanks a lot ",By Antonieta F,2017-09-25,4.0,25,University,9,2017,Sep-2017,2017-09,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"Very good course to start with the language, native teacher and a Korean university, which makes the program meet expectations ",By Eduardo S,2020-01-28,4.0,25,University,1,2020,Jan-2020,2020-01,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"The course is very good and dynamic although they should correct the subtitles that sometimes do not come out in full Spanish, but from there it is great. ",By Yadira S,2017-07-31,4.0,25,University,7,2017,Jul-2017,2017-07,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"Excellent course, I would have liked to give jobs to do outside the classes that were different from the facts during the course ",By Valentina C,2020-07-18,4.0,23,University,7,2020,Jul-2020,2020-07,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,It has been a good introductory course to this language and I have learned enough even though I have not studied Korean for a long time ,By Sergio V V ,2019-01-29,4.0,24,University,1,2019,Jan-2019,2019-01,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"I had some complications in pronunciation, mainly with the alphabet but in general the course I liked a lot ",By Daniela Z,2019-01-12,4.0,18,University,1,2019,Jan-2019,2019-01,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,an excellent course; To start watching the results is necessary time and dedication as the topics synthesize very well ,By Danna P,2017-12-18,4.0,21,University,12,2017,Dec-2017,2017-12,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"Excellent the content of the course, the only problem is the translation, because at some moment it changes from Spanish to English ",By Itzi B,2017-03-20,4.0,21,University,3,2017,Mar-2017,2017-03,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"It is well explained, it is a pity that the course is not explained in Spanish, since the English language does not handle it. ",By Mary V ,2020-05-31,4.0,23,University,5,2020,May-2020,2020-05,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,It is a very good basic course that allows you easily and practices learn the beginnings of the Korean language ,By Shirley O,2017-03-12,4.0,21,University,3,2017,Mar-2017,2017-03,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"The course is very good and it is well explained, only that in the last lessons it has no translation into Spanish ",By Diana Y L ,2020-08-09,4.0,20,University,8,2020,Aug-2020,2020-08,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"Very good course. I really liked the explanation, only the latter did not have their titles in Spanish. ",By Karla D D H,2020-08-07,4.0,19,University,8,2020,Aug-2020,2020-08,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"The course is very good, the explanations are clear, but pity has no version in Spanish. ",By Nicol D G C,2019-04-13,4.0,18,University,4,2019,Apr-2019,2019-04,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"It serves very much support videos, I learned a lot in this course thanks to the instructor. ",By ISABELLA S T,2020-09-21,4.0,15,University,9,2020,Sep-2020,2020-09,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,Good course even if I had to look for certain things on my own to understand the end ,By Monse A,2020-06-05,4.0,16,University,6,2020,Jun-2020,2020-06,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,It is a fairly complete course but it takes a little more clarity on topics. ,By Camila R,2020-03-16,4.0,17,University,3,2020,Mar-2020,2020-03,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,A didactic course and easy to understand with enough material to continue learning ,By ericksson m,2020-09-26,4.0,14,University,9,2020,Sep-2020,2020-09,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"A very good course to start with the study of the language, although it is very short. ",By Mateo R,2020-06-27,4.0,16,University,6,2020,Jun-2020,2020-06,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"Excellent course, explanation and detailed and consistent information. ",By Wendi P M H ,2020-08-17,4.0,8,University,8,2020,Aug-2020,2020-08,en
First Step Korean,Yonsei University,https://www.coursera.org/learn/learn-korean,learn-korean,"It is very good, but they should be more courses with more practices. ",By Eliana s a,2020-09-03,4.0,12,University,9,2020,Sep-2020,2020-09,en
